,R
283,68946
284,69177
285,69477
286,69654
287,69888
288,70171
289,70392
290,70536
291,70670
292,71068
293,71279
294,71479
295,71816
296,72051
297,72203
298,72484
299,72728
300,72967
301,73253
302,73526
303,73722
304,74049
305,74479
306,74702
307,74975
308,75202
309,75427
310,75711
311,75941
312,76218
313,76437
314,76739
315,76969
316,77327
317,77516
318,77733
319,77948
320,78099
321,78339
322,78493
323,78716
324,78952
325,79186
326,79429
327,79661
328,79879
329,80247
330,80554
331,80841
332,81116
333,81390
334,81678
335,81928
336,82166
337,82417
338,82736
339,83035
340,83308
341,83616
342,83847
343,84154
344,84452
345,84722
346,84927
347,85118
348,85325
349,85578
350,85840
351,86003
352,86219
353,86389
354,86614
355,86865
356,87110
357,87358
358,87543
359,87766
360,87992
361,88205
362,88361
363,88587
364,88727
365,89008
366,89272
367,89497
368,89772
369,90050
370,90337
371,90610
372,90841
373,91046
374,91283
375,91519
376,91754
377,92021
378,92393
379,92591
380,92825
381,93049
382,93239
383,93376
384,93605
385,93959
386,94150
387,94392
388,94645
389,94874
390,95112
391,95248
392,95600
393,95835
394,96165
395,96468
396,96744
397,96904
398,97120
399,97351
400,97567
401,97805
402,98213
403,98518
404,98724
405,99013
406,99341
407,99612
408,99897
409,100144
410,100415
411,100735
412,101067
413,101324
414,101520
415,101754
416,102047
417,102307
418,102524
419,102665
420,102907
421,103189
422,103437
423,103660
424,103879
425,104113
426,104336
427,104597
428,104957
429,105271
430,105486
431,105826
432,106048
433,106183
434,106433
435,106636
436,106947
437,107299
438,107644
439,107974
440,108172
441,108444
442,108686
443,108938
444,109184
445,109461
446,109832
447,110139
448,110323
449,110559
450,110781
451,111100
452,111380
453,111633
454,111893
455,112122
456,112444
457,112679
458,113109
459,113368
460,113522
461,113774
462,114076
463,114390
464,114687
465,114900
466,115122
467,115396
468,115578
469,115846
470,116059
471,116294
472,116531
473,116703
474,116890
475,117149
476,117306
477,117477
478,117901
479,118142
480,118302
481,118544
482,118729
483,118973
484,119274
485,119526
486,119874
487,120426
488,120672
489,120918
490,121142
491,121434
492,121694
493,121927
494,122203
495,122427
496,122634
497,122845
498,123242
499,123550
500,123795
501,124038
502,124258
503,124504
504,124737
505,124883
506,125146
507,125417
508,125777
509,126012
510,126208
511,126471
512,126765
513,126966
514,127242
515,127459
516,127672
517,127960
518,128182
519,128407
520,128551
521,128793
522,129060
523,129253
524,129523
525,129757
526,130092
527,130406
528,130577
529,130830
530,130989
531,131218
532,131530
533,131793
534,132005
535,132238
536,132558
537,132815
538,133160
539,133427
540,133790
541,134059
542,134363
543,134606
544,134842
545,135090
546,135354
547,135608
548,135869
549,136091
550,138701
551,139691
552,140255
553,140744
554,141441
555,141962
556,142435
557,142889
558,143128
559,143374
560,143823
561,144324
562,144747
563,145119
564,145575
565,146018
566,146447
567,146863
568,147274
569,147691
570,148133
571,148597
572,149026
573,149469
574,149923
575,150413
576,150896
577,151348
578,151785
579,152229
580,152704
581,153147
582,153572
583,153924
584,154251
585,154954
586,155635
587,156285
588,156749
589,157166
590,157449
591,157876
592,158564
593,159282
594,159951
595,160609
596,161291
597,161716
598,162372
599,162810
600,163294
601,163789
602,164236
603,164702
604,165158
605,165508
606,165879
607,166315
608,166975
609,167426
610,167882
611,168323
612,168989
613,169430
614,169791
615,170145
616,170580
617,171037
618,171500
619,171883
620,172463
621,173007
622,173187
623,173366
624,173542
625,173698
626,173880
627,174137
628,174560
629,174741
630,174974
631,175168
632,175356
633,175545
634,175766
635,176067
636,176257
637,176524
638,176795
639,177056
640,177213
641,177426
642,177611
643,177867
644,178141
645,178302
646,178502
647,178802
648,179023
649,179174
650,179435
651,179615
652,179869
653,180064
654,180280
655,180452
656,180617
657,180760
658,180962
659,181177
660,181439
661,181932
662,182162
663,182593
664,182933
665,183243
666,183686
667,183888
668,184030
669,184280
670,184431
671,184600
672,184755
673,185330
674,186377
675,188577
676,189064
677,189391
678,190004
679,190669
680,191370
681,192066
682,192716
683,193402
684,194092
685,194741
686,195421
687,196137
688,196801
689,197209
690,197544
691,197816
692,198355
693,199034
694,199458
695,199762
696,200330
697,200757
698,201061
699,201583
700,202008
701,202371
702,202852
703,203263
704,203608
705,204087
706,204540
707,204885
708,205370
709,205775
710,206135
711,206641
712,207088
713,207431
714,207895
715,208317
716,209042
717,209465
718,209794
719,210145
720,210584
721,210928
722,211225
723,211766
724,212199
725,212655
726,212989
727,213276
728,213804
729,214230
730,214662
731,214992
732,215293
733,215822
734,216242
735,216670
736,217010
737,217311
738,217869
739,218323
740,218749
741,219075
742,219660
743,220097
744,220401
745,220924
746,221339
747,221710
748,222188
749,222606
750,222926
751,223453
752,223914
753,224368
754,224804
755,225253
756,225703
757,226170
758,226620
759,227029
760,227447
761,227896
762,228330
763,228657
764,229167
765,229817
766,230263
767,230709
768,231045
769,231545
770,231987
771,232307
772,232858
773,233284
774,233617
775,234099
776,234548
777,234912
778,235391
779,235806
780,236148
781,236399
782,236945
783,237390
784,237799
785,238137
786,238660
787,239116
788,239450
789,239951
790,240350
791,240714
792,241191
793,241638
794,241963
795,242448
796,242874
797,243245
798,243730
799,244160
800,244481
801,244990
802,245435
803,245800
804,246257
805,246667
806,247006
807,247495
808,247937
809,248278
810,248718
811,249130
812,249471
813,249950
814,250389
815,250699
816,251215
817,251646
818,251989
819,252516
820,252926
821,253243
822,253758
823,254176
824,254549
825,255017
826,255444
827,255762
828,256334
829,256765
830,257082
831,257584
832,258016
833,258357
834,258839
835,259259
836,259567
837,260033
838,260479
839,260809
840,261287
841,261710
842,262016
843,262534
844,262980
845,263297
846,263803
847,264212
848,264544
849,265070
850,265494
851,265808
852,266268
853,266921
854,267359
855,267699
856,268141
857,268799
858,269236
859,269668
860,269998
861,270495
862,270923
863,271243
864,271758
865,272389
866,272794
867,273218
868,273565
869,274048
870,274689
871,275106
872,275565
873,275888
874,276441
875,276870
876,277545
877,277995
878,278437
879,278733
880,279247
881,279691
882,280382
883,280812
884,281234
885,281500
886,281926
887,282391
888,282692
889,282880
890,283245
891,283680
892,284380
893,284820
894,285250
895,285554
896,286098
897,286557
898,286998
899,287288
900,287834
901,288256
902,288689
903,289059
904,289538
905,289951
906,290383
907,290750
908,291015
909,291530
910,291952
911,292375
912,292715
913,293239
914,293660
915,293983
916,294470
917,294904
918,295238
919,295730
920,296155
921,296454
922,296960
923,297409
924,297735
925,298237
926,298656
927,298977
928,299527
929,299971
930,300291
931,300782
932,301206
933,301560
934,302041
935,302446
936,302782
937,303232
938,303671
939,304022
940,304484
941,304888
942,305226
943,305742
944,306167
945,306517
946,306992
947,307406
948,307738
949,308258
950,308676
951,309000
952,309454
953,309891
954,310228
955,310716
956,311129
957,311449
958,311914
959,312360
960,312701
961,313190
962,313611
963,313924
964,314419
965,314850
966,315187
967,315630
968,316048
969,316362
970,316875
971,317300
972,317608
973,318116
974,318545
975,318872
976,319419
977,319820
978,320119
979,320625
980,321060
981,321386
982,321877
983,322286
984,322600
985,323109
986,323552
987,323868
988,324358
989,324781
990,325107
991,325609
992,326048
993,326330
994,326811
995,327236
996,327584
997,328046
998,328471
999,328731
1000,329268
1001,329718
1002,330154
1003,330443
1004,330966
1005,331401
1006,331841
1007,332157
1008,332694
1009,333099
1010,333497
1011,333831
1012,334357
1013,334768
1014,335155
1015,335487
1016,335987
1017,336430
1018,336848
1019,337158
1020,337666
1021,338121
1022,338577
1023,338860
1024,339049
1025,339408
1026,339837
1027,340278
1028,340587
1029,341147
1030,341549
1031,341955
1032,342286
1033,342806
1034,343225
1035,343645
1036,343959
1037,344465
1038,344909
1039,345347
1040,345645
1041,346155
1042,346591
1043,347019
1044,347354
1045,347849
1046,348266
1047,348680
1048,349037
1049,349562
1050,349992
1051,350391
1052,350741
1053,351242
1054,351683
1055,352024
1056,352463
1057,353128
1058,353573
1059,353913
1060,354409
1061,354832
1062,355135
1063,355662
1064,356074
1065,356438
1066,356839
1067,357272
1068,357619
1069,358104
1070,358744
1071,359137
1072,359496
1073,359960
1074,360398
1075,360708
1076,361175
1077,361606
1078,361983
1079,362657
1080,363047
1081,363392
1082,363811
1083,364218
1084,364621
1085,364992
1086,365369
1087,365761
1088,366179
1089,366547
1090,367003
1091,367394
1092,367759
1093,368222
1094,368650
1095,369037
1096,369472
1097,369878
1098,370270
1099,370726
1100,371155
1101,371525
1102,371944
1103,372356
1104,372754
1105,373185
1106,373619
1107,373957
1108,374177
1109,374663
1110,375112
1111,375540
1112,375882
1113,376332
1114,376767
1115,377094
1116,377589
1117,378021
1118,378342
1119,378794
1120,379258
1121,379595
1122,380080
1123,380490
1124,380832
1125,381280
1126,381714
1127,382092
1128,382490
1129,382904
1130,383251
1131,383746
1132,384167
1133,384525
1134,384958
1135,385389
1136,385741
1137,386248
1138,386657
1139,386998
1140,387227
1141,387728
1142,388178
1143,388600
1144,388952
1145,389408
1146,389855
1147,390213
1148,390679
1149,391065
1150,391429
1151,391845
1152,392544
1153,392959
1154,393297
1155,393762
1156,394211
1157,394567
1158,395070
1159,395486
1160,395818
1161,396256
1162,396657
1163,397302
1164,397651
1165,398276
1166,399341
1167,399700
1168,400064
1169,400407
1170,401105
1171,401501
1172,401890
1173,402356
1174,403077
1175,403582
1176,404033
1177,404477
1178,404944
1179,405438
1180,406910
1181,407614
1182,407942
1183,408286
1184,408677
1185,409085
1186,409554
1187,410002
1188,410424
1189,410832
1190,411249
1191,411699
1192,412129
1193,412498
1194,413184
1195,413617
1196,413997
1197,414738
1198,415145
1199,415563
1200,415953
1201,416444
1202,416851
1203,417225
1204,417934
1205,418367
1206,418752
1207,419208
1208,419870
1209,420307
1210,420680
1211,421139
1212,421548
1213,421903
1214,422376
1215,422822
1216,423171
1217,423628
1218,424032
1219,424416
1220,425184
1221,425599
1222,426006
1223,426424
1224,426815
1225,427319
1226,427984
1227,428397
1228,428761
1229,429248
1230,429686
1231,430324
1232,430753
1233,431126
1234,431612
1235,432034
1236,432365
1237,432858
1238,433294
1239,433737
1240,434381
1241,434791
1242,435151
1243,435648
1244,436076
1245,436484
1246,436829
1247,437306
1248,438033
1249,438439
1250,438865
1251,439198
1252,440003
1253,440416
1254,440853
1255,441259
1256,441643
1257,442124
1258,442772
1259,443190
1260,443545
1261,444035
1262,444465
1263,444841
1264,445526
1265,445968
1266,446410
1267,446776
1268,447509
1269,447923
1270,448365
1271,448732
1272,449222
1273,449625
1274,449984
1275,450485
1276,450924
1277,451605
1278,452001
1279,452707
1280,453152
1281,453468
1282,453982
1283,454413
1284,454842
1285,455555
1286,455966
1287,456272
1288,456801
1289,457246
1290,457664
1291,458008
1292,458470
1293,459140
1294,459587
1295,459996
1296,460334
1297,460781
1298,461232
1299,461555
1300,462069
1301,462721
1302,463131
1303,463578
1304,463943
1305,464405
1306,465065
1307,465497
1308,465932
1309,466292
1310,466743
1311,467152
1312,467477
1313,467985
1314,468405
1315,468740
1316,469202
1317,469600
1318,469974
1319,470428
1320,470853
1321,471157
1322,471660
1323,472092
1324,472470
1325,472950
1326,473365
1327,473705
1328,474195
1329,474627
1330,475002
1331,475438
1332,475867
1333,476225
1334,476714
1335,477136
1336,477496
1337,477922
1338,478354
1339,478729
1340,479167
1341,479595
1342,479922
1343,480401
1344,480826
1345,481219
1346,481689
1347,482103
1348,482456
1349,482976
1350,483403
1351,483771
1352,484198
1353,484620
1354,484974
1355,485490
1356,485887
1357,486238
1358,486689
1359,487118
1360,487494
1361,487965
1362,488365
1363,488709
1364,489202
1365,489656
1366,490001
1367,490461
1368,490878
1369,491225
1370,491706
1371,492124
1372,492495
1373,492921
1374,493374
1375,493856
1376,494285
1377,494706
1378,495133
1379,495555
1380,496016
1381,496451
1382,496859
1383,497264
1384,497709
1385,498141
1386,498584
1387,499000
1388,499410
1389,499826
1390,500283
1391,500724
1392,501149
1393,501572
1394,502006
1395,502449
1396,502887
1397,503304
1398,503708
1399,504144
1400,504594
1401,505021
1402,505434
1403,505841
1404,506255
1405,506695
1406,507144
1407,507555
1408,507959
1409,508376
1410,508790
1411,509229
1412,509651
1413,510061
1414,510454
1415,510914
1416,511356
1417,511766
1418,512171
1419,512581
1420,512999
1421,513433
1422,513844
1423,514238
1424,514629
1425,515061
1426,515500
1427,515914
1428,516325
1429,516740
1430,517166
1431,517613
1432,518049
1433,518447
1434,518854
1435,519268
1436,519715
1437,520105
1438,520534
1439,520916
1440,521333
1441,521767
1442,522226
1443,522927
1444,523354
1445,524043
1446,524465
1447,525129
1448,525533
1449,526408
1450,527103
1451,527806
1452,528550
1453,529258
1454,529955
1455,530695
1456,531413
1457,532105
1458,532855
1459,533554
1460,534242
1461,534980
1462,535690
1463,536375
1464,537134
1465,537840
1466,538538
1467,539283
1468,540001
1469,540692
1470,541445
1471,541865
1472,542230
1473,542921
1474,543693
1475,544401
1476,545132
1477,545889
1478,546601
1479,547295
1480,548032
1481,548741
1482,549053
1483,549478
1484,550263
1485,550972
1486,551699
1487,552443
1488,553145
1489,553558
1490,553996
1491,554359
1492,554613
1493,555139
1494,555842
1495,556577
1496,557278
1497,557941
1498,558269
1499,558643
1500,559322
1501,559989
1502,560709
1503,561433
1504,562130
1505,562923
1506,563378
1507,564081
1508,564805
1509,566244
1510,566984
1511,567708
1512,568396
1513,569094
1514,569829
1515,570493
1516,571584
1517,571923
1518,572348
1519,573050
1520,573801
1521,574487
1522,574802
1523,574988
1524,575137
1525,575349
1526,575525
1527,575699
1528,575857
1529,576046
1530,576336
1531,576541
1532,576694
1533,576908
1534,577079
1535,577278
1536,577571
1537,577868
1538,578082
1539,578253
1540,578454
1541,578697
1542,578964
1543,579144
1544,579400
1545,579635
1546,579959
1547,580157
1548,580368
1549,580545
1550,580711
1551,580944
1552,581160
1553,581361
1554,581518
1555,581659
1556,581813
1557,581965
1558,582100
1559,582249
1560,582529
1561,582712
1562,583123
1563,583362
1564,583555
1565,583736
1566,583915
1567,584224
1568,584458
1569,584719
1570,584970
1571,585211
1572,585514
1573,585694
1574,585869
1575,586295
1576,586576
1577,586838
1578,587075
1579,587360
1580,587517
1581,587651
1582,587827
1583,588036
1584,588295
1585,588534
1586,588798
1587,589008
1588,589283
1589,589478
1590,589814
1591,590000
1592,590253
1593,590522
1594,590773
1595,590995
1596,591260
1597,591425
1598,591623
1599,591919
1600,592144
1601,592367
1602,592654
1603,592921
1604,593238
1605,593399
1606,593683
1607,593947
1608,594162
1609,594421
1610,594585
1611,594847
1612,595092
1613,595351
1614,595565
1615,595853
1616,596034
1617,596348
1618,596563
1619,596851
1620,597068
1621,597326
1622,597581
1623,597822
1624,598018
1625,598240
1626,598456
1627,598758
1628,599023
1629,599282
1630,599443
1631,599665
1632,599825
1633,600116
1634,600371
1635,600563
1636,600872
1637,601127
1638,601423
1639,601709
1640,601923
1641,602182
1642,602370
1643,602590
1644,602766
1645,602915
1646,603140
1647,603403
1648,603669
1649,603911
1650,604096
1651,604360
1652,604530
1653,604764
1654,604995
1655,605234
1656,605478
1657,605715
1658,605974
1659,606196
1660,606428
1661,606634
1662,606868
1663,607198
1664,607417
1665,607794
1666,608070
1667,608312
1668,608552
1669,608865
1670,609089
1671,609339
1672,609561
1673,609830
1674,610137
1675,610404
1676,610565
1677,610811
1678,611033
1679,611316
1680,611597
1681,611832
1682,612135
1683,612401
1684,612718
1685,612980
1686,613186
1687,613390
1688,613578
1689,613793
1690,614110
1691,614274
1692,614517
1693,614734
1694,614944
1695,615121
1696,615518
1697,615798
1698,615979
1699,616224
1700,616469
1701,616725
1702,616965
1703,617135
1704,617443
1705,617662
1706,617951
1707,618146
1708,618305
1709,618575
1710,618816
1711,619015
1712,619221
1713,619444
1714,619680
1715,619858
1716,620051
1717,620226
1718,620464
1719,620739
1720,620973
1721,621242
1722,621401
1723,621626
1724,621878
1725,622143
1726,622408
1727,622632
1728,622849
1729,623042
1730,623293
1731,623460
1732,623679
1733,623912
1734,624146
1735,624350
1736,624580
1737,624829
1738,625128
1739,625473
1740,625718
1741,625928
1742,626181
1743,626424
1744,626587
1745,626829
1746,627023
1747,627197
1748,627460
1749,627708
1750,627880
1751,628312
1752,628530
1753,628701
1754,628905
1755,629130
1756,629324
1757,629624
1758,629796
1759,630031
1760,630291
1761,630459
1762,630733
1763,630954
1764,631221
1765,631391
1766,631556
1767,631814
1768,632076
1769,632361
1770,632617
1771,632776
1772,633008
1773,633285
1774,633503
1775,633736
1776,634015
1777,634386
1778,634669
1779,634922
1780,635208
1781,635493
1782,635666
1783,635838
1784,636101
1785,636350
1786,636652
1787,636907
1788,637281
1789,637523
1790,637694
1791,637877
1792,638103
1793,638295
1794,638532
1795,638710
1796,638929
1797,639138
1798,639365
1799,639629
1800,639845
1801,639996
1802,640259
1803,640522
1804,640791
1805,641018
1806,641205
1807,641542
1808,641821
1809,642037
1810,642306
1811,642495
1812,642734
1813,642969
1814,643236
1815,645177
1816,646051
1817,646519
1818,647249
1819,647965
1820,648419
1821,649104
1822,649800
