,R
1015,350239
1016,350538
1017,350842
1018,351149
1019,351455
1020,351779
1021,352101
1022,352441
1023,352786
1024,353151
1025,353534
1026,353898
1027,354250
1028,354580
1029,354909
1030,355232
1031,355573
1032,355930
1033,356292
1034,356646
1035,356994
1036,357360
1037,357744
1038,358129
1039,358498
1040,358862
1041,359220
1042,359579
1043,359959
1044,360333
1045,360700
1046,361031
1047,361361
1048,361717
1049,362057
1050,362408
1051,362743
1052,363048
1053,363346
1054,363642
1055,363938
1056,364267
1057,364619
1058,364954
1059,365270
1060,365582
1061,365913
1062,366275
1063,366653
1064,367036
1065,367413
1066,367782
1067,368156
1068,368549
1069,368944
1070,369317
1071,369656
1072,370013
1073,370370
1074,370728
1075,371092
1076,371450
1077,371803
1078,372148
1079,372501
1080,372878
1081,373238
1082,373594
1083,373943
1084,374300
1085,374661
1086,375032
1087,375413
1088,375773
1089,376122
1090,376474
1091,376836
1092,377205
1093,377567
1094,377925
1095,378285
1096,378624
1097,378972
1098,379345
1099,379720
1100,380074
1101,380414
1102,380756
1103,381119
1104,381465
1105,381795
1106,382141
1107,382468
1108,382796
1109,383121
1110,383468
1111,383844
1112,384196
1113,384547
1114,384894
1115,385244
1116,385605
1117,385980
1118,386357
1119,386715
1120,387068
1121,387421
1122,387767
1123,388135
1124,388475
1125,388796
1126,389107
1127,389432
1128,389769
1129,390117
1130,390466
1131,390823
1132,391175
1133,391523
1134,391875
1135,392254
1136,392627
1137,392980
1138,393321
1139,393673
1140,394029
1141,394391
1142,394773
1143,395129
1144,395458
1145,395801
1146,396151
1147,396525
1148,396897
1149,397267
1150,397622
1151,397965
1152,398314
1153,398682
1154,399045
1155,399411
1156,399764
1157,400112
1158,400450
1159,400801
1160,401147
1161,401490
1162,401828
1163,402177
1164,402534
1165,402897
1166,403282
1167,403660
1168,404030
1169,404381
1170,404750
1171,405129
1172,405501
1173,405885
1174,406249
1175,406605
1176,406957
1177,407339
1178,407727
1179,408088
1180,408451
1181,408807
1182,409155
1183,409529
1184,409910
1185,410279
1186,410630
1187,410980
1188,411331
1189,411707
1190,412079
1191,412439
1192,412792
1193,413149
1194,413498
1195,413863
1196,414254
1197,414615
1198,414961
1199,415317
1200,415669
1201,416041
1202,416410
1203,416769
1204,417123
1205,417469
1206,417816
1207,418183
1208,418563
1209,418916
1210,419265
1211,419621
1212,419970
1213,420341
1214,420699
1215,421066
1216,421420
1217,421761
1218,422113
1219,422482
1220,422859
1221,423215
1222,423553
1223,423890
1224,424229
1225,424560
1226,424893
1227,425240
1228,425583
1229,425920
1230,426265
1231,426620
1232,427004
1233,427378
1234,427734
1235,428093
1236,428437
1237,428796
1238,429173
1239,429554
1240,429908
1241,430258
1242,430623
1243,430983
1244,431354
1245,431723
1246,432069
1247,432416
1248,432756
1249,433091
1250,433453
1251,433815
1252,434163
1253,434498
1254,434851
1255,435217
1256,435584
1257,435957
1258,436331
1259,436675
1260,437018
1261,437384
1262,437767
1263,438134
1264,438481
1265,438829
1266,439175
1267,439525
1268,439877
1269,440232
1270,440583
1271,440925
1272,441254
1273,441604
1274,441953
1275,442311
1276,442650
1277,442967
1278,443289
1279,443607
1280,443939
1281,444298
1282,444646
1283,444975
1284,445306
1285,445642
1286,445996
1287,446349
1288,446713
1289,447074
1290,447418
1291,447757
1292,448111
1293,448462
1294,448826
1295,449181
1296,449515
1297,449863
1298,450212
1299,450555
1300,450909
1301,451253
1302,451598
1303,451939
1304,452282
1305,452643
1306,452999
1307,453352
1308,453694
1309,454029
1310,454377
1311,454718
1312,455085
1313,455451
1314,455801
1315,456133
1316,456469
1317,456816
1318,457175
1319,457518
1320,457861
1321,458210
1322,458545
1323,458887
1324,459251
1325,459602
1326,459960
1327,460305
1328,460628
1329,460979
1330,461330
1331,461673
1332,462019
1333,462356
1334,462691
1335,463023
1336,463379
1337,463759
1338,464115
1339,464466
1340,464800
1341,465147
1342,465501
1343,465865
1344,466219
1345,466556
1346,466879
1347,467207
1348,467554
1349,467904
1350,468264
1351,468610
1352,468932
1353,469271
1354,469613
1355,469963
1356,470328
1357,470681
1358,471032
1359,471371
1360,471713
1361,472076
1362,472438
1363,472798
1364,473149
1365,473502
1366,473856
1367,474196
1368,474556
1369,474918
1370,475262
1371,475590
1372,475929
1373,476292
1374,476652
1375,477021
1376,477370
1377,477713
1378,478041
1379,478386
1380,478748
1381,479116
1382,479462
1383,479807
1384,480161
1385,480518
1386,480874
1387,481250
1388,481612
1389,481947
1390,482286
1391,482627
1392,482997
1393,483342
1394,483690
1395,484031
1396,484362
1397,484703
1398,485046
1399,485406
1400,485771
1401,486125
1402,486475
1403,486836
1404,487213
1405,487596
1406,487954
1407,488304
1408,488654
1409,489005
1410,489361
1411,489719
1412,490084
1413,490432
1414,490762
1415,491102
1416,491457
1417,491814
1418,492165
1419,492495
1420,492820
1421,493147
1422,493480
1423,493820
1424,494173
1425,494511
1426,494839
1427,495168
1428,495504
1429,495853
1430,496214
1431,496575
1432,496924
1433,497243
1434,497569
1435,497902
1436,498241
1437,498575
1438,498890
1439,499190
1440,499509
1441,499820
1442,500137
1443,500463
1444,500790
1445,501117
1446,501438
1447,501761
1448,502080
1449,502427
1450,502771
1451,503105
1452,503420
1453,503723
1454,504044
1455,504377
1456,504722
1457,505088
1458,505437
1459,505768
1460,506086
1461,506419
1462,506767
1463,507111
1464,507444
1465,507791
1466,508133
1467,508481
1468,508849
1469,509231
1470,509607
1471,509951
1472,510301
1473,510664
1474,511036
1475,511411
1476,511771
1477,512123
1478,512468
1479,512822
1480,513190
1481,513555
1482,513910
1483,514266
1484,514613
1485,514966
1486,515333
1487,515704
1488,516083
1489,516440
1490,516790
1491,517134
1492,517503
1493,517877
1494,518234
1495,518580
1496,518932
1497,519282
1498,519643
1499,520012
1500,520384
1501,520736
1502,521078
1503,521439
1504,521812
1505,522173
1506,522538
1507,522873
1508,523219
1509,523562
1510,523914
1511,524261
1512,524617
1513,524966
1514,525313
1515,525653
1516,526021
1517,526400
1518,526768
1519,527128
1520,527483
1521,527825
1522,528158
1523,528506
1524,528873
1525,529224
1526,529578
1527,529942
1528,530311
1529,530688
1530,531066
1531,531430
1532,531777
1533,532473
1534,532864
1535,533236
1536,533598
1537,533954
1538,534315
1539,534686
1540,535057
1541,535419
1542,535769
1543,536117
1544,536481
1545,536872
1546,537271
1547,537657
1548,538040
1549,538400
1550,538748
1551,539124
1552,539505
1553,539876
1554,540217
1555,540569
1556,540936
1557,541305
1558,541665
1559,542032
1560,542397
1561,542740
1562,543086
1563,543467
1564,543847
1565,544204
1566,544556
1567,544915
1568,545285
1569,545656
1570,546035
1571,546413
1572,546756
1573,547096
1574,547455
1575,547837
1576,548210
1577,548575
1578,548942
1579,549304
1580,549662
1581,550048
1582,550432
1583,550798
1584,551142
1585,551484
1586,551842
1587,552204
1588,552571
1589,552931
1590,553272
1591,553625
1592,553987
1593,554355
1594,554725
1595,555091
1596,555438
1597,555773
1598,556137
1599,556511
1600,556872
1601,557232
1602,557592
1603,557943
1604,558297
1605,558674
1606,559054
1607,559406
1608,559749
1609,560112
1610,560470
1611,560836
1612,561210
1613,561561
1614,561883
1615,562190
1616,562516
1617,562884
1618,563256
1619,563612
1620,563967
1621,564331
1622,564686
1623,565051
1624,565437
1625,565819
1626,566168
1627,566526
1628,566897
1629,567275
1630,567646
1631,568016
1632,568385
1633,568731
1634,569085
1635,569465
1636,569844
1637,570199
1638,570549
1639,570909
1640,571273
1641,571631
1642,572003
1643,572369
1644,572720
1645,573059
1646,573415
1647,573802
1648,574172
1649,574529
1650,574879
1651,575217
1652,575558
1653,575911
1654,576277
1655,576642
1656,576984
1657,577332
1658,577695
1659,578078
1660,578462
1661,578831
1662,579193
1663,579550
1664,579895
1665,580267
1666,580648
1667,581023
1668,581380
1669,581737
1670,582109
1671,582487
1672,582861
1673,583231
1674,583586
1675,583950
1676,584307
1677,584682
1678,585061
1679,585417
1680,585760
1681,586108
1682,586479
1683,586853
1684,587219
1685,587589
1686,587925
1687,588269
1688,588628
1689,589007
1690,589371
1691,589727
1692,590080
1693,590436
1694,590788
1695,591158
1696,591531
1697,591870
1698,592201
1699,592533
1700,592861
1701,593205
1702,593543
1703,593877
1704,594215
1705,594551
1706,594905
1707,595263
1708,595637
1709,596014
1710,596367
1711,596717
1712,597079
1713,597466
1714,597837
1715,598206
1716,598572
1717,598911
1718,599258
1719,599625
1720,599989
1721,600348
1722,600693
1723,601042
1724,601395
1725,601762
1726,602126
1727,602483
1728,602836
1729,603172
1730,603506
1731,603864
1732,604228
1733,604572
1734,604907
1735,605249
1736,605581
1737,605936
1738,606300
1739,606674
1740,607017
1741,607352
1742,607685
1743,608015
1744,608357
1745,608711
1746,609058
1747,609397
1748,609750
1749,610113
1750,610499
1751,610880
1752,611262
1753,611616
1754,611966
1755,612339
1756,612708
1757,613067
1758,613422
1759,613774
1760,614127
1761,614489
1762,614852
1763,615229
1764,615589
1765,615934
1766,616288
1767,616655
1768,617034
1769,617392
1770,617763
1771,618119
1772,618468
1773,618824
1774,619199
1775,619583
1776,619938
1777,620282
1778,620647
1779,621010
1780,621379
1781,621750
1782,622122
1783,622459
1784,622797
1785,623161
1786,623528
1787,623871
1788,624214
1789,624552
1790,624890
1791,625228
1792,625590
1793,625971
1794,626331
1795,626674
1796,627022
1797,627373
1798,627725
1799,628081
1800,628433
1801,628784
1802,629130
1803,629484
1804,629862
1805,630244
1806,630625
1807,630982
1808,631340
1809,631695
1810,632064
1811,632444
1812,632812
1813,633172
1814,633526
1815,633889
1816,634278
1817,634648
1818,635009
1819,635365
1820,635728
1821,636099
1822,636482
1823,636856
1824,637216
1825,637555
1826,637896
1827,638239
1828,638589
1829,638918
1830,639254
1831,639594
1832,639946
1833,640287
1834,640649
1835,641024
1836,641396
1837,641737
1838,642072
1839,642437
1840,642812
1841,643177
1842,643542
1843,643900
1844,644267
1845,644629
1846,645013
1847,645395
1848,645749
1849,646099
1850,646451
1851,646821
1852,647195
1853,647569
1854,647934
1855,648291
1856,648647
1857,649004
1858,649372
1859,649751
